,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults_(Class)
1590,419,427,261033.0,261064.0,185.0,15.0,31.0,20399.0,97,124,1687,0,1,200,0.4967,0.254,0.2581,0.0047,0.5333,1.0,1.0,2.2672,0.9031,1.4914,0.7419,-0.1386,0.4106,0,0,0,0,0,0,2
1596,1299,1305,385532.0,385557.0,107.0,13.0,26.0,10888.0,96,111,1353,0,1,70,0.071,0.2867,0.24,0.0044,0.4615,0.9615,1.0,2.0294,0.7782,1.3979,0.76,-0.205,0.266,0,0,0,0,0,0,2
1599,1258,1270,422864.0,422886.0,184.0,21.0,24.0,16987.0,85,103,1353,0,1,70,0.1227,0.303,0.5454,0.0089,0.5714,0.9167,1.0,2.2648,1.0792,1.3424,0.4545,-0.2787,0.4366,0,0,0,0,0,0,2
1600,1155,1172,430639.0,430674.0,260.0,34.0,42.0,27974.0,96,119,1353,0,1,70,0.2675,0.563,0.4857,0.0126,0.5,0.8333,1.0,2.415,1.2305,1.5441,0.5143,-0.1594,0.8756,0,0,0,0,0,0,2
1604,1287,1302,3204829.0,3204845.0,191.0,17.0,16.0,20590.0,67,133,1627,0,1,40,0.3995,0.2042,0.9375,0.0092,0.8824,1.0,1.0,2.281,1.1761,1.2041,0.0625,-0.1578,0.3977,0,0,0,0,0,0,2
1606,1376,1384,3467552.0,3467567.0,64.0,14.0,15.0,6761.0,91,116,1690,1,0,60,0.3621,0.4667,0.5333,0.0047,0.5714,1.0,1.0,1.8062,0.9031,1.1761,0.4667,-0.1747,0.2288,0,0,0,0,0,0,2
1607,88,106,327251.0,327262.0,109.0,18.0,11.0,11746.0,100,119,1692,1,0,70,0.104,0.4495,0.6111,0.0106,1.0,1.0,0.0,2.0374,1.2553,1.0414,-0.3889,-0.1581,0.3329,0,0,0,0,0,0,2
1608,844,853,407114.0,407124.0,63.0,10.0,10.0,6207.0,78,114,1690,1,0,70,0.9905,0.3,0.9,0.0053,0.9,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.2303,0.1954,0,0,0,0,0,0,2
1609,1333,1343,1638648.0,1638668.0,147.0,22.0,20.0,15513.0,91,127,1690,1,0,70,0.4107,0.265,0.5,0.0059,0.4545,1.0,1.0,2.1673,1.0,1.301,0.5,-0.1755,0.3359,0,0,0,0,0,0,2
1610,1110,1118,2817680.0,2817695.0,77.0,11.0,15.0,8602.0,98,125,1692,1,0,70,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,0,0,0,0,0,0,2
1611,787,798,2887288.0,2887307.0,137.0,21.0,19.0,15397.0,95,131,1690,1,0,70,0.9314,0.3445,0.5789,0.0065,0.5238,1.0,1.0,2.1367,1.0414,1.2787,0.4211,-0.122,0.3494,0,0,0,0,0,0,2
1612,974,985,3149617.0,3149629.0,101.0,15.0,12.0,10160.0,66,133,1692,1,0,70,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,0,0,0,0,0,0,2
1615,534,545,756916.0,756929.0,78.0,20.0,13.0,10621.0,129,148,1364,1,0,70,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257,0,0,0,0,0,0,2
1618,43,55,1230580.0,1230589.0,83.0,14.0,10.0,9452.0,101,127,1650,1,0,70,0.0521,0.2315,0.75,0.0073,0.8571,0.9,0.0,1.9191,1.0792,0.9542,-0.25,-0.1103,0.215,0,0,0,0,0,0,2
1619,877,888,1252347.0,1252357.0,72.0,13.0,10.0,8537.0,97,133,1650,1,0,70,0.9236,0.3455,0.9091,0.0067,0.8461,1.0,0.0,1.8573,1.0414,1.0,-0.0909,-0.0737,0.2173,0,0,0,0,0,0,2
1620,474,486,1352048.0,1352060.0,73.0,14.0,12.0,7241.0,86,118,1652,1,0,70,0.5738,0.4931,1.0,0.0073,0.8571,1.0,0.5,1.8633,1.0792,1.0792,0.0,-0.2251,0.2583,0,0,0,0,0,0,2
1622,1563,1587,1398598.0,1398603.0,80.0,25.0,11.0,8595.0,97,117,1652,1,0,70,0.0787,0.3333,0.2083,0.0145,0.96,0.4545,0.0,1.9031,1.3802,0.699,-0.7917,-0.1606,0.2288,0,0,0,0,0,0,2
1623,300,312,1430061.0,1430075.0,83.0,15.0,14.0,9956.0,101,134,1652,1,0,70,0.3632,0.5059,0.8571,0.0073,0.8,1.0,1.0,1.9191,1.0792,1.1461,0.1429,-0.0629,0.2901,0,0,0,0,0,0,2
1625,138,151,1733458.0,1733471.0,102.0,15.0,13.0,10855.0,95,118,1650,1,0,70,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,0,0,0,0,0,0,2
1626,588,596,1751958.0,1751967.0,55.0,10.0,9.0,6243.0,96,127,1650,1,0,70,0.7127,0.2361,0.8889,0.0049,0.8,1.0,1.0,1.7404,0.9031,0.9542,0.1111,-0.1132,0.1773,0,0,0,0,0,0,2
1627,469,492,3881283.0,3881300.0,155.0,28.0,17.0,17114.0,92,129,1650,1,0,70,0.5685,0.6036,0.7391,0.0139,0.8214,1.0,0.0,2.1903,1.3617,1.2305,-0.2609,-0.1374,0.6438,0,0,0,0,0,0,2
1628,1300,1308,3976070.0,3976080.0,57.0,11.0,10.0,6396.0,97,126,1650,1,0,70,0.4146,0.2875,0.8,0.0049,0.7273,1.0,1.0,1.7559,0.9031,1.0,0.2,-0.1234,0.1852,0,0,0,0,0,0,2
1629,823,830,176554.0,176567.0,74.0,12.0,13.0,6557.0,76,102,1652,1,0,100,0.9952,0.1868,0.5385,0.0042,0.5833,1.0,1.0,1.8692,0.8451,1.1139,0.4615,-0.3077,0.1965,0,0,0,0,0,0,2
1630,1317,1327,222011.0,222032.0,145.0,16.0,21.0,13334.0,67,118,1650,1,0,100,0.3915,0.3095,0.4762,0.0061,0.625,1.0,1.0,2.1614,1.0,1.3222,0.5238,-0.2816,0.3509,0,0,0,0,0,0,2
1631,1067,1077,450677.0,450688.0,82.0,14.0,11.0,8485.0,90,116,1712,1,0,100,0.7418,0.2546,0.9091,0.0058,0.7143,1.0,1.0,1.9138,1.0,1.0414,0.0909,-0.1916,0.2173,0,0,0,0,0,0,2
1632,1386,1401,1299250.0,1299257.0,53.0,20.0,12.0,6554.0,113,141,1710,1,0,100,0.3614,0.4952,0.4667,0.0088,0.75,0.5833,0.0,1.7243,1.1761,0.8451,-0.5333,-0.0339,0.2116,0,0,0,0,0,0,2
1633,1162,1174,1895154.0,1895167.0,71.0,21.0,15.0,9944.0,131,151,1364,1,0,120,0.2786,0.5449,0.9231,0.0088,0.5714,0.8667,1.0,1.8513,1.0792,1.1139,0.0769,0.0942,0.2739,0,0,0,0,0,0,2
1634,971,980,659476.0,659488.0,78.0,13.0,12.0,8448.0,89,129,1652,1,0,80,0.8136,0.2778,0.75,0.0055,0.6923,1.0,1.0,1.8921,0.9542,1.0792,0.25,-0.1539,0.215,0,0,0,0,0,0,2
1635,1568,1578,698409.0,698420.0,89.0,12.0,11.0,8193.0,78,103,1652,1,0,80,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.2808,0.2173,0,0,0,0,0,0,2
1636,762,774,1519328.0,1519344.0,149.0,16.0,16.0,16217.0,95,125,1656,1,0,80,0.9203,0.224,0.75,0.0072,0.75,1.0,1.0,2.1732,1.0792,1.2041,0.25,-0.1497,0.3241,0,0,0,0,0,0,2
1638,1163,1171,2016193.0,2016200.0,52.0,8.0,7.0,6293.0,104,142,1620,1,0,70,0.5543,0.0714,0.875,0.0049,1.0,1.0,0.0,1.716,0.9031,0.8451,-0.125,-0.0545,0.1622,0,0,0,0,0,0,2
1639,331,347,2077064.0,2077074.0,88.0,17.0,11.0,10515.0,111,132,1692,1,0,70,0.3913,0.45,0.625,0.0095,0.9412,0.9091,0.0,1.9445,1.2041,1.0,-0.375,-0.0665,0.2792,0,0,0,0,0,0,2
1647,995,1002,66318.0,66328.0,45.0,8.0,10.0,4552.0,93,118,1358,0,1,130,0.5243,0.3571,0.7,0.0052,0.875,1.0,1.0,1.6532,0.8451,1.0,0.3,-0.2097,0.1753,0,0,0,0,0,0,2
1648,419,424,91039.0,91046.0,25.0,7.0,7.0,2576.0,99,110,1360,0,1,130,0.6162,0.2857,0.7143,0.0037,0.7143,1.0,1.0,1.3979,0.699,0.8451,0.2857,-0.195,0.1441,0,0,0,0,0,0,2
1649,408,416,945792.0,945807.0,81.0,11.0,15.0,9462.0,107,125,1360,0,1,130,0.6,0.325,0.5333,0.0059,0.7273,1.0,1.0,1.9085,0.9031,1.1761,0.4667,-0.0874,0.2288,0,0,0,0,0,0,2
1650,329,336,1319063.0,1319076.0,68.0,11.0,13.0,7451.0,97,124,1360,0,1,130,0.4838,0.2528,0.5385,0.0052,0.6364,1.0,1.0,1.8325,0.8451,1.1139,0.4615,-0.144,0.1965,0,0,0,0,0,0,2
1652,1223,1235,456228.0,456249.0,193.0,19.0,21.0,19028.0,66,125,1360,0,1,40,0.1838,0.2341,0.5714,0.0088,0.6316,1.0,1.0,2.2856,1.0792,1.3222,0.4286,-0.2298,0.417,0,0,0,0,0,0,2
1654,1075,1084,385913.0,385922.0,54.0,12.0,10.0,6634.0,114,133,1366,0,1,185,0.4129,0.3333,1.0,0.0066,0.75,0.9,0.5,1.7324,0.9542,0.9542,0.0,-0.0402,0.1862,0,0,0,0,0,0,2
1655,1073,1078,372724.0,372744.0,73.0,15.0,20.0,8836.0,110,134,1356,0,1,175,0.41,0.27,0.25,0.0037,0.3333,1.0,1.0,1.8633,0.699,1.301,0.75,-0.0544,0.2061,0,0,0,0,0,0,2
1656,296,310,1731318.0,1731347.0,224.0,34.0,30.0,26255.0,108,127,1690,0,1,70,0.3503,0.4483,0.4828,0.0083,0.4118,0.9667,1.0,2.3503,1.1461,1.4624,0.5172,-0.0843,0.6663,0,0,0,0,0,0,2
1659,899,907,3283148.0,3283163.0,68.0,12.0,15.0,7836.0,107,127,1692,0,1,70,0.9279,0.4333,0.5333,0.0047,0.6667,1.0,1.0,1.8325,0.9031,1.1761,0.4667,-0.0997,0.2288,0,0,0,0,0,0,2
1660,1333,1347,1436808.0,1436820.0,121.0,17.0,12.0,11890.0,67,125,1356,0,1,40,0.0133,0.2798,0.8571,0.0103,0.8235,1.0,0.0,2.0828,1.1461,1.0792,-0.1429,-0.2323,0.2901,0,0,0,0,0,0,2
1661,340,352,573781.0,573792.0,103.0,14.0,11.0,11535.0,85,133,1694,1,0,80,0.4014,0.2197,0.9167,0.0071,0.8571,1.0,0.0,2.0128,1.0792,1.0414,-0.0833,-0.1251,0.2432,0,0,0,0,0,0,2
1662,899,906,844907.0,844932.0,139.0,14.0,25.0,16593.0,108,133,1356,0,1,40,0.6637,0.2057,0.28,0.0052,0.5,1.0,1.0,2.143,0.8451,1.3979,0.72,-0.0674,0.2998,0,0,0,0,0,0,2
1663,633,641,341132.0,341158.0,139.0,13.0,26.0,10685.0,61,94,1362,1,0,200,0.9295,0.3317,0.3077,0.0059,0.6154,1.0,1.0,2.143,0.9031,1.415,0.6923,-0.3995,0.3479,0,0,0,0,0,0,2
1664,1277,1290,396403.0,396420.0,161.0,17.0,17.0,11803.0,41,95,1364,1,0,200,0.1085,0.2715,0.7647,0.0095,0.7647,1.0,1.0,2.2068,1.1139,1.2305,0.2353,-0.4273,0.3678,0,0,0,0,0,0,2
1665,1013,1032,3552722.0,3552733.0,168.0,19.0,11.0,15757.0,61,124,1360,1,0,200,0.4823,0.1962,0.5789,0.014,1.0,1.0,0.0,2.2253,1.2787,1.0414,-0.4211,-0.2673,0.3494,0,0,0,0,0,0,2
1667,589,601,4201928.0,4201948.0,150.0,19.0,20.0,15635.0,81,126,1356,1,0,200,0.8687,0.375,0.6,0.0088,0.6316,1.0,1.0,2.1761,1.0792,1.301,0.4,-0.1857,0.3977,0,0,0,0,0,0,2
1674,23,32,1748216.0,1748249.0,170.0,28.0,33.0,16182.0,84,109,1333,0,1,40,0.0345,0.4276,0.2727,0.0068,0.3214,1.0,1.0,2.2304,0.9542,1.5185,0.7273,-0.2563,0.4913,0,0,0,0,0,0,2
1675,413,426,2727673.0,2727684.0,71.0,13.0,11.0,7264.0,84,118,1623,1,0,100,0.5089,0.5035,0.8461,0.008,1.0,1.0,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,0,0,0,0,0,0,2
1678,99,110,1552116.0,1552126.0,65.0,15.0,11.0,7193.0,102,124,1648,1,0,69,0.1201,0.4091,0.9091,0.0067,0.7333,0.9091,0.0,1.8129,1.0414,1.0,-0.0909,-0.1355,0.2173,0,0,0,0,0,0,2
1682,153,163,28527.0,28542.0,91.0,16.0,16.0,9860.0,103,118,1364,0,1,40,0.2243,0.3933,0.6667,0.0073,0.625,0.9375,1.0,1.959,1.0,1.1761,0.3333,-0.1535,0.266,0,0,0,0,0,0,2
1686,50,61,259240.0,259248.0,51.0,15.0,13.0,6335.0,117,134,1358,0,1,200,0.0736,0.4205,0.7273,0.0081,0.7333,0.6154,0.0,1.7076,1.0414,0.9031,-0.2727,-0.0296,0.1934,0,0,0,0,0,0,2
1687,73,87,272159.0,272168.0,69.0,19.0,13.0,8813.0,118,141,1358,0,1,200,0.1075,0.4524,0.6429,0.0103,0.7368,0.6923,0.0,1.8389,1.1461,0.9542,-0.3571,-0.0022,0.2359,0,0,0,0,0,0,2
1689,45,62,323844.0,323852.0,62.0,24.0,14.0,7716.0,117,134,1360,0,1,200,0.0662,0.5441,0.4706,0.0125,0.7083,0.5714,0.0,1.7924,1.2305,0.9031,-0.5294,-0.0277,0.2482,0,0,0,0,0,0,2
1691,88,106,462995.0,463001.0,64.0,21.0,9.0,6613.0,94,119,1360,0,1,200,0.1294,0.4074,0.3333,0.0132,0.8571,0.6667,0.0,1.8062,1.2553,0.7782,-0.6667,-0.1928,0.215,0,0,0,0,0,0,2
1695,206,220,138169.0,138184.0,104.0,29.0,18.0,11981.0,108,125,1362,0,1,200,0.3025,0.5048,0.9333,0.0103,0.4828,0.8333,1.0,2.017,1.1461,1.1761,0.0667,-0.1,0.3509,0,0,0,0,0,0,2
1697,519,528,14524.0,14551.0,160.0,22.0,29.0,12173.0,70,86,1394,0,1,220,0.7446,0.3416,0.3333,0.0065,0.4091,0.931,1.0,2.2041,0.9542,1.4314,0.6667,-0.4056,0.4025,0,0,0,0,0,0,2
1701,203,220,105382.0,105408.0,188.0,43.0,36.0,17560.0,86,101,1392,0,1,220,0.2917,0.5747,0.6539,0.0122,0.3954,0.7222,1.0,2.2742,1.2305,1.415,0.3462,-0.2703,0.7174,0,0,0,0,0,0,2
1711,1361,1380,183725.0,183734.0,103.0,28.0,13.0,10477.0,95,111,1690,0,1,70,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,0.0,2.0128,1.2787,0.9542,-0.5263,-0.2053,0.2942,0,0,0,0,0,0,2
1713,767,784,45270.0,45288.0,182.0,22.0,18.0,14763.0,72,93,1630,0,1,140,0.9411,0.4052,0.9444,0.0104,0.7727,1.0,1.0,2.2601,1.2305,1.2553,0.0556,-0.3663,0.5063,0,0,0,0,0,0,2
1717,158,177,587778.0,587795.0,146.0,38.0,22.0,19116.0,124,140,1387,0,1,40,0.2278,0.548,0.8947,0.0137,0.5,0.7727,0.0,2.1644,1.2787,1.2305,-0.1053,0.0229,0.5345,0,0,0,0,0,0,2
1718,1362,1378,821437.0,821450.0,140.0,18.0,20.0,16070.0,103,126,1387,0,1,40,0.013,0.3269,0.8125,0.0115,0.8889,0.65,0.0,2.1461,1.2041,1.1139,-0.1875,-0.1032,0.3479,0,0,0,0,0,0,2
1719,1368,1378,929571.0,929600.0,205.0,14.0,34.0,21556.0,92,119,1387,0,1,40,0.013,0.2931,0.3448,0.0072,0.7143,0.8529,1.0,2.3117,1.0,1.4624,0.6552,-0.1785,0.4796,0,0,0,0,0,0,2
1720,1358,1378,956972.0,956991.0,226.0,23.0,27.0,23587.0,86,119,1387,0,1,40,0.013,0.4053,0.95,0.0144,0.8696,0.7037,0.0,2.3541,1.301,1.2787,-0.05,-0.1846,0.6268,0,0,0,0,0,0,2
1721,1370,1379,980597.0,980617.0,113.0,13.0,20.0,11635.0,94,116,1387,0,1,40,0.0115,0.3722,0.45,0.0065,0.6923,1.0,1.0,2.0531,0.9542,1.301,0.55,-0.1956,0.3068,0,0,0,0,0,0,2
1722,15,31,991553.0,991569.0,151.0,21.0,18.0,16849.0,104,119,1387,0,1,40,0.0216,0.4102,1.0,0.0115,0.7619,0.8889,0.5,2.179,1.2041,1.2041,0.0,-0.1283,0.4235,0,0,0,0,0,0,2
1723,15,32,1003575.0,1003594.0,132.0,18.0,20.0,14926.0,105,124,1387,0,1,40,0.0216,0.5913,0.8947,0.0123,0.9444,0.95,1.0,2.1206,1.2305,1.2787,0.1053,-0.1166,0.5345,0,0,0,0,0,0,2
1724,13,28,1024413.0,1024437.0,230.0,17.0,24.0,26034.0,93,127,1387,0,1,40,0.0188,0.3611,0.625,0.0108,0.8824,1.0,1.0,2.3617,1.1761,1.3802,0.375,-0.1157,0.5951,0,0,0,0,0,0,2
1725,1374,1382,1036577.0,1036598.0,110.0,9.0,21.0,11570.0,93,118,1387,0,1,40,0.0072,0.3452,0.381,0.0058,0.8889,1.0,1.0,2.0414,0.9031,1.3222,0.6191,-0.1783,0.2901,0,0,0,0,0,0,2
1726,20,31,1048964.0,1048986.0,158.0,18.0,22.0,17923.0,106,125,1373,0,1,40,0.0291,0.3471,0.5,0.008,0.6111,1.0,1.0,2.1987,1.0414,1.3424,0.5,-0.1138,0.4009,0,0,0,0,0,0,2
1727,15,29,1059907.0,1059929.0,166.0,17.0,22.0,18656.0,104,119,1373,0,1,40,0.0218,0.461,0.6364,0.0102,0.8235,1.0,1.0,2.2201,1.1461,1.3424,0.3636,-0.122,0.5096,0,0,0,0,0,0,2
1728,1365,1382,1074472.0,1074485.0,133.0,18.0,14.0,14132.0,77,119,1387,0,1,40,0.0072,0.3982,0.7647,0.0123,0.9444,0.9286,0.0,2.1239,1.2305,1.1139,-0.2353,-0.1699,0.3678,0,0,0,0,0,0,2
1729,15,29,1084661.0,1084680.0,128.0,17.0,21.0,14278.0,104,119,1373,0,1,40,0.0218,0.5188,0.7368,0.0102,0.8235,0.9048,1.0,2.1072,1.1461,1.2787,0.2632,-0.1285,0.4399,0,0,0,0,0,0,2
1730,5,21,1108621.0,1108641.0,217.0,18.0,23.0,22124.0,53,125,1373,0,1,40,0.0073,0.3219,0.8,0.0116,0.8889,0.8696,1.0,2.3365,1.2041,1.301,0.2,-0.2035,0.5296,0,0,0,0,0,0,2
1731,13,25,1122694.0,1122712.0,127.0,15.0,19.0,14830.0,111,127,1373,0,1,40,0.0189,0.412,0.6667,0.0087,0.8,0.9474,1.0,2.1038,1.0792,1.2553,0.3333,-0.0877,0.3601,0,0,0,0,0,0,2
1732,9,19,1132780.0,1132795.0,117.0,11.0,15.0,12317.0,86,124,1373,0,1,40,0.0131,0.22,0.6667,0.0073,0.9091,1.0,1.0,2.0682,1.0,1.1761,0.3333,-0.1776,0.266,0,0,0,0,0,0,2
1733,19,33,1143416.0,1143429.0,114.0,16.0,15.0,13193.0,110,125,1373,0,1,40,0.0277,0.3736,0.9286,0.0102,0.875,0.8667,0.0,2.0569,1.1461,1.1139,-0.0714,-0.0959,0.3097,0,0,0,0,0,0,2
1734,9,20,1214727.0,1214748.0,140.0,13.0,23.0,14835.0,82,124,1373,0,1,40,0.0131,0.3939,0.5238,0.008,0.8461,0.913,1.0,2.1461,1.0414,1.3222,0.4762,-0.1722,0.3834,0,0,0,0,0,0,2
1735,10,22,1269420.0,1269438.0,141.0,12.0,19.0,15646.0,105,124,1373,0,1,40,0.0146,0.3472,0.6667,0.0087,1.0,0.9474,1.0,2.1492,1.0792,1.2553,0.3333,-0.1331,0.3601,0,0,0,0,0,0,2
1736,5,17,1302051.0,1302067.0,130.0,13.0,17.0,12480.0,61,119,1373,0,1,40,0.0073,0.3229,0.75,0.0087,0.9231,0.9412,1.0,2.1139,1.0792,1.2041,0.25,-0.25,0.3241,0,0,0,0,0,0,2
1737,9,14,1672180.0,1672222.0,128.0,12.0,42.0,11931.0,75,118,1373,0,1,40,0.0131,0.3905,0.1191,0.0036,0.4167,1.0,1.0,2.1072,0.699,1.6233,0.8809,-0.2718,0.3509,0,0,0,0,0,0,2
1739,1566,1577,2613123.0,2613138.0,106.0,19.0,15.0,8602.0,63,95,1654,1,0,100,0.0931,0.3576,0.7333,0.0066,0.5789,1.0,1.0,2.0253,1.0414,1.1761,0.2667,-0.366,0.286,0,0,0,0,0,0,2
1740,481,503,1342944.0,1342971.0,243.0,43.0,34.0,27326.0,104,126,1602,0,1,40,0.6005,0.5909,0.8148,0.0137,0.5116,0.7941,1.0,2.3856,1.3424,1.4314,0.1852,-0.1215,0.8749,0,0,0,0,0,0,2
1744,1235,1258,2401744.0,2401760.0,152.0,36.0,23.0,19464.0,121,140,1600,0,1,40,0.4275,0.587,0.6956,0.0144,0.6389,0.6956,0.0,2.1818,1.3617,1.2041,-0.3043,0.0004,0.6079,0,0,0,0,0,0,2
1750,104,116,2312016.0,2312026.0,67.0,15.0,16.0,7882.0,107,127,1354,1,0,70,0.1536,0.4417,0.8333,0.0089,0.8,0.625,0.0,1.8261,1.0792,1.0,-0.1667,-0.0809,0.2288,0,0,0,0,0,0,2
1752,151,161,2368336.0,2368345.0,59.0,11.0,9.0,5637.0,86,103,1356,1,0,70,0.2227,0.3444,0.9,0.0074,0.9091,1.0,0.0,1.7708,1.0,0.9542,-0.1,-0.2536,0.1954,0,0,0,0,0,0,2
1754,118,135,2473221.0,2473233.0,80.0,23.0,13.0,10030.0,113,140,1358,1,0,70,0.1738,0.6078,0.7059,0.0125,0.7391,0.9231,0.0,1.9031,1.2305,1.0792,-0.2941,-0.0205,0.3419,0,0,0,0,0,0,2
1755,83,92,2519944.0,2519955.0,55.0,13.0,12.0,6782.0,114,135,1354,1,0,70,0.1226,0.4444,0.8182,0.0066,0.6923,0.9167,1.0,1.7404,0.9542,1.0414,0.1818,-0.0366,0.2051,0,0,0,0,0,0,2
1756,74,80,2615295.0,2615309.0,62.0,13.0,14.0,6764.0,97,126,1358,1,0,70,0.109,0.2619,0.4286,0.0044,0.4615,1.0,1.0,1.7924,0.7782,1.1461,0.5714,-0.1477,0.1892,0,0,0,0,0,0,2
1757,97,107,2770166.0,2770177.0,70.0,19.0,14.0,8127.0,104,127,1356,1,0,70,0.1431,0.3636,0.9091,0.0074,0.5263,0.7857,1.0,1.8451,1.0,1.0414,0.0909,-0.093,0.2173,0,0,0,0,0,0,2
1760,79,86,2887095.0,2887114.0,86.0,17.0,19.0,9690.0,102,123,1350,1,0,70,0.117,0.3534,0.3684,0.0052,0.4118,1.0,1.0,1.9345,0.8451,1.2787,0.6316,-0.1197,0.2445,0,0,0,0,0,0,2
1768,867,887,681373.0,681396.0,236.0,52.0,32.0,28625.0,112,133,1364,0,1,50,0.6994,0.487,0.8696,0.0147,0.3846,0.7188,1.0,2.3729,1.301,1.3617,0.1304,-0.0524,0.7411,0,0,0,0,0,0,2
1770,863,882,728350.0,728372.0,243.0,24.0,25.0,31245.0,118,140,1364,0,1,50,0.7067,0.4187,0.8636,0.0139,0.7917,0.88,1.0,2.3856,1.2787,1.3424,0.1364,0.0045,0.6839,0,0,0,0,0,0,2
1775,1002,1021,28972.0,28984.0,128.0,29.0,16.0,13352.0,96,116,1360,0,1,40,0.4985,0.4386,0.6316,0.014,0.6552,0.75,0.0,2.1072,1.2787,1.0792,-0.3684,-0.1851,0.3787,0,0,0,0,0,0,2
1776,996,1015,28972.0,28984.0,128.0,29.0,16.0,13352.0,96,116,1358,0,1,40,0.5052,0.4386,0.6316,0.014,0.6552,0.75,0.0,2.1072,1.2787,1.0792,-0.3684,-0.1851,0.3787,0,0,0,0,0,0,2
1781,1183,1203,96812.0,96831.0,203.0,33.0,23.0,21098.0,96,118,1354,0,1,40,0.223,0.4658,0.95,0.0148,0.6061,0.8261,0.0,2.3075,1.301,1.2787,-0.05,-0.188,0.6268,0,0,0,0,0,0,2
1785,1257,1275,180920.0,180939.0,160.0,55.0,32.0,19189.0,112,135,1356,0,1,40,0.1195,0.5322,0.9474,0.0133,0.3273,0.5938,1.0,2.2041,1.2553,1.2787,0.0526,-0.063,0.5659,0,0,0,0,0,0,2
1786,1138,1157,240466.0,240480.0,146.0,25.0,18.0,16579.0,105,127,1356,0,1,40,0.2935,0.4511,0.7368,0.014,0.76,0.7778,0.0,2.1644,1.2787,1.1461,-0.2632,-0.1129,0.4399,0,0,0,0,0,0,2
1788,216,228,2150440.0,2150452.0,106.0,12.0,13.0,12235.0,107,124,1387,0,1,40,0.3115,0.2639,1.0,0.0087,1.0,0.9231,0.5,2.0253,1.0792,1.0792,0.0,-0.0983,0.2583,0,0,0,0,0,0,2
1789,1299,1306,336968.0,336982.0,54.0,9.0,14.0,6167.0,106,127,1358,1,0,100,0.0766,0.449,0.5,0.0052,0.7778,1.0,1.0,1.7324,0.8451,1.1461,0.5,-0.1078,0.204,0,0,0,0,0,0,2
1792,1039,1048,1338444.0,1338453.0,66.0,10.0,9.0,7683.0,101,130,1362,1,0,120,0.4611,0.1852,1.0,0.0066,0.9,1.0,0.5,1.8195,0.9542,0.9542,0.0,-0.0905,0.1862,0,0,0,0,0,0,2
1794,1245,1254,1779008.0,1779024.0,84.0,13.0,16.0,9791.0,104,130,1362,1,0,120,0.1586,0.4167,0.5625,0.0066,0.6923,1.0,1.0,1.9243,0.9542,1.2041,0.4375,-0.0894,0.2583,0,0,0,0,0,0,2
1795,1206,1216,1802452.0,1802460.0,67.0,11.0,8.0,7164.0,92,124,1362,1,0,120,0.2144,0.1625,0.8,0.0073,0.9091,1.0,0.0,1.8261,1.0,0.9031,-0.2,-0.1646,0.1852,0,0,0,0,0,0,2
1796,927,936,1971777.0,1971784.0,35.0,10.0,8.0,4277.0,117,127,1356,0,1,50,0.6195,0.4444,0.7778,0.0066,0.9,0.875,0.0,1.5441,0.9542,0.8451,-0.2222,-0.0453,0.1687,0,0,0,0,0,0,2
1807,309,322,1314894.0,1314902.0,61.0,14.0,10.0,6886.0,102,123,1623,1,0,100,0.3808,0.4135,0.6154,0.008,0.9286,0.8,0.0,1.7853,1.1139,0.9031,-0.3846,-0.1181,0.2105,0,0,0,0,0,0,2
1808,24,44,1953869.0,1953891.0,240.0,25.0,22.0,29699.0,107,140,1356,1,0,120,0.0354,0.4545,0.9091,0.0148,0.8,1.0,1.0,2.3802,1.301,1.3424,0.0909,-0.0332,0.7147,0,0,0,0,0,0,2
1809,1531,1544,1191636.0,1191659.0,220.0,18.0,24.0,20121.0,52,125,1686,1,0,143,0.1684,0.2642,0.5652,0.0077,0.7222,0.9583,1.0,2.3424,1.1139,1.3617,0.4348,-0.2855,0.4946,0,0,0,0,0,0,2
